Village,Nitrogen - High,Nitrogen - Medium,Nitrogen - Low,Phosphorous - High,Phosphorous - Medium,Phosphorous - Low,Potassium - High,Potassium - Medium,Potassium - Low,OC - High,OC - Medium,OC - Low,EC - Saline,EC - Non Saline,pH - Acidic,pH - Neutral,pH - Alkaline
Sengandipatti,0,0,21,4,12,5,18,3,0,0,0,21,2,19,0,19,2
Mangalapatty,0,0,15,7,6,2,7,8,0,0,1,14,1,14,0,15,0
Selambai,0,0,9,5,1,3,4,5,0,0,0,9,0,9,0,9,0
Kumrampatty,0,0,11,1,7,3,7,4,0,0,0,11,0,11,0,11,0
Ittalapatti,0,0,22,4,12,6,10,12,0,0,1,21,0,22,1,21,0
Mampatty,0,0,89,29,35,25,49,39,1,1,6,82,3,86,0,87,2
Kulunthambinatham,0,0,3,0,0,3,0,3,0,0,0,3,0,3,0,3,0
Andipatty,0,0,9,3,5,1,3,6,0,0,0,9,0,9,0,9,0
Thekkanampatti,0,0,5,0,2,3,3,2,0,0,0,5,0,5,0,5,0
Suramatham,0,0,14,7,7,0,5,9,0,0,0,14,0,14,0,14,0
Kilomorappur,0,0,66,43,14,9,30,26,10,0,9,57,1,65,0,63,3
Avallur,0,0,11,4,6,1,3,8,0,0,0,11,0,11,0,11,0
Bairnayakkampatty,0,0,114,38,47,29,69,42,3,0,1,113,1,113,1,112,0
Tamaleripatti,0,0,41,10,27,4,21,18,2,0,1,40,0,41,0,41,0
Pariayapatti,0,0,10,5,3,2,4,5,1,0,4,6,0,10,0,10,0
Tamarakoliyampatti,0,0,2,2,0,0,1,1,0,0,0,2,0,2,0,2,0
Jammanahalli,0,0,45,23,10,12,24,18,3,0,20,25,3,42,0,45,0
Annamalaihalli,0,0,76,40,23,13,31,42,3,0,4,72,0,76,0,76,0
Naripalli,0,0,66,45,19,2,10,52,4,0,5,61,0,66,0,66,0
Vachathi,0,0,8,4,4,0,0,8,0,0,0,8,0,8,0,8,0
Pethathampatti,0,0,96,63,30,3,26,69,1,0,0,96,0,96,0,96,0
Vedapatti,0,0,34,17,15,2,6,28,0,0,1,33,0,34,0,34,0
Senrayampatti,0,0,30,17,12,1,5,25,0,0,1,29,0,30,0,30,0
Chinnankuppam,0,0,4,2,2,0,1,3,0,0,0,4,0,4,0,4,0
Vadapatti,0,0,5,2,2,1,2,3,0,0,0,5,0,5,0,5,0
Kuruthampatty,0,0,4,1,2,1,2,2,0,0,0,4,0,4,0,4,0
Ilaiyampatty,0,0,3,3,0,0,1,2,0,0,0,3,0,3,0,3,0
Pappinayakkenvalasai,0,0,5,2,3,0,2,3,0,0,0,5,0,5,0,5,0
Kangavembu,0,0,5,0,5,0,2,3,0,0,0,5,0,5,0,5,0
Mattiyampatti,0,0,8,2,5,1,1,7,0,0,0,8,0,8,0,7,1
Thathampatti,0,0,7,5,2,0,1,6,0,0,0,7,0,7,0,7,0
Ponneri,0,0,12,6,6,0,2,10,0,0,0,12,0,12,3,9,0
Veppanatham,0,0,5,4,0,1,2,3,0,0,0,5,0,5,0,5,0
Vengiampatti,0,0,3,3,0,0,2,1,0,0,0,3,0,3,0,3,0
Kattiripatty,0,0,2,1,0,1,1,1,0,0,0,2,0,2,0,2,0
Vadugapatti,0,0,4,3,0,1,3,1,0,0,0,4,0,4,0,4,0
Periyapatti,0,0,3,2,1,0,1,2,0,0,0,3,0,3,0,3,0
Runganavalasai,0,0,17,9,8,0,1,16,0,0,0,17,0,17,2,15,0
Maveripatty,0,0,9,5,4,0,1,6,2,0,1,8,0,9,0,9,0
Sittilingi,0,0,3,3,0,0,1,2,0,0,0,3,0,3,0,3,0
Meithangi,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Ittaiampatty,0,0,6,6,0,0,2,4,0,0,0,6,0,6,1,5,0
Thoranampatti,0,0,5,3,1,1,2,3,0,0,0,5,0,5,0,5,0
Kuttipatti,0,0,3,3,0,0,2,1,0,0,0,3,0,3,0,3,0
Kondampatti,0,0,5,2,3,0,3,2,0,0,0,5,0,5,0,5,0
Andiyur,0,0,4,3,1,0,3,1,0,0,0,4,0,4,0,4,0
Thanippadi,0,0,2,1,0,1,1,1,0,0,0,2,0,2,0,2,0
Kurumbatty,0,0,2,2,0,0,1,1,0,0,0,2,0,2,0,2,0
Ichampadi,0,0,3,2,1,0,0,3,0,0,0,3,0,3,0,3,0
Pudinattam,0,0,5,3,2,0,1,4,0,0,0,5,0,5,0,5,0
Theerthamalai,0,0,4,1,2,1,2,2,0,0,0,4,0,4,0,4,0
Melachengambadi,0,0,4,3,1,0,2,2,0,0,0,4,0,4,0,4,0
Kilchengampadi,0,0,3,2,1,0,1,2,0,0,0,3,0,3,0,3,0
Nariyampatti,0,0,7,2,3,2,4,3,0,0,0,7,0,7,0,7,0
Mambadi,0,0,5,5,0,0,2,3,0,0,0,5,0,5,0,5,0
Mondukuli,0,0,6,2,3,1,1,5,0,0,0,6,0,6,0,6,0
Poyyapatti,0,0,3,2,1,0,2,1,0,0,0,3,0,3,0,3,0
Kattuvadichampatti,0,0,4,1,3,0,1,3,0,0,0,4,0,4,0,4,0
Tambal,0,0,8,3,3,2,2,6,0,0,0,8,0,8,0,8,0
Chandrapuram,0,0,5,0,4,1,0,5,0,0,0,5,0,5,0,5,0
Chinnapannimaduvu,0,0,2,1,0,1,1,1,0,0,0,2,0,2,0,2,0
Periyappannimaduvu,0,0,3,1,1,1,1,2,0,0,0,3,0,3,0,3,0
Ganapathipatty,0,0,5,4,0,1,1,4,0,0,0,5,0,5,1,4,0
Veppampatti RF,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Karapadi,0,0,3,3,0,0,0,3,0,0,0,3,0,3,0,3,0
Veppampatti,0,0,6,1,3,2,1,5,0,0,0,6,0,6,0,6,0
Velanur,0,0,3,1,2,0,0,3,0,0,0,3,0,3,0,3,0
Konampatty,0,0,2,2,0,0,1,1,0,0,0,2,0,2,0,2,0
Virappanayakkampatti,0,0,10,6,4,0,7,3,0,0,0,10,0,10,0,10,0
Chellampatti,0,0,4,3,0,1,3,1,0,0,1,3,0,4,0,4,0
Jangalvodi,0,0,4,3,1,0,0,4,0,0,0,4,0,4,0,4,0
Alambadi,0,0,9,5,4,0,0,9,0,0,0,9,0,9,0,9,0
Gudalur,0,0,10,7,3,0,0,9,1,0,0,10,0,10,0,10,0
Valaduppu,0,0,4,3,1,0,4,0,0,0,0,4,0,4,0,4,0
Palaiyam,0,0,4,2,2,0,0,4,0,0,0,4,0,4,0,4,0
Sakkilipatti,0,0,6,3,2,1,1,4,1,0,0,6,0,6,0,6,0
Mandikulampatti,0,0,10,6,4,0,0,10,0,0,0,10,0,10,0,10,0
Sikkalur,0,0,4,2,2,0,0,4,0,0,0,4,0,4,0,4,0
Melanur,0,0,4,1,2,1,3,1,0,0,0,4,0,4,0,4,0
K. Vetrapatti,0,0,3,1,1,1,1,2,0,0,0,3,0,3,0,3,0
Parayapatti,0,0,4,2,1,1,0,4,0,0,0,4,0,4,0,4,0
Kiraipatty,0,0,4,1,3,0,0,4,0,0,1,3,0,4,0,4,0
Appiyampatty,0,0,3,0,2,1,1,2,0,0,0,3,0,3,0,3,0
Agraharam,0,0,8,4,4,0,1,5,2,0,0,8,0,8,0,8,0
Tandekuppam,0,0,3,0,3,0,1,2,0,0,0,3,0,3,0,3,0
Kudumiyampatty,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
Kelapparai,0,0,3,0,2,1,0,3,0,0,0,3,0,3,0,3,0
Kudumiyampatty,0,0,4,1,2,1,0,4,0,1,0,3,0,4,0,4,0
Kelapparai,0,0,3,0,2,1,0,3,0,0,0,3,0,3,0,3,0
Samanattam,0,0,3,3,0,0,1,2,0,0,0,3,0,3,0,3,0
Pudur,0,0,3,1,2,0,2,1,0,0,0,3,0,3,0,3,0
Setrapatti,0,0,3,0,2,1,2,1,0,0,0,3,0,3,0,3,0
Panamarathupatti,0,0,3,1,1,1,1,2,0,0,0,3,0,3,0,3,0
Soriyampatti,0,0,4,3,1,0,1,2,1,0,2,2,0,4,0,4,0
Lingapuram,0,0,4,2,2,0,1,3,0,0,0,4,0,4,1,3,0
Sekkampatti,0,0,7,3,2,2,0,6,1,0,0,7,0,7,0,7,0
Pallipatti,0,0,3,2,0,1,1,2,0,0,0,3,0,3,0,3,0
Dodampatty,0,0,3,3,0,0,1,2,0,0,0,3,0,3,0,3,0
Neruppandalkuppam,0,0,3,3,0,0,0,3,0,0,0,3,0,3,0,3,0
Kuttapatty,0,0,3,2,1,0,0,3,0,0,0,3,0,3,0,3,0
Harur,0,0,4,3,1,0,0,4,0,0,1,3,0,4,0,4,0
Morasapatti,0,0,3,3,0,0,0,3,0,0,0,3,0,3,0,3,0
Mobirippatti,0,0,4,4,0,0,0,4,0,0,0,4,0,4,0,4,0
Mugilipatti,0,0,3,2,1,0,0,3,0,0,0,3,0,3,0,3,0
Velampatti,0,0,9,3,5,1,1,8,0,0,0,9,0,9,0,9,0
Kammalampatty,0,0,3,3,0,0,0,3,0,0,0,3,0,3,0,3,0
Marudipatti,0,0,7,3,2,2,2,5,0,0,0,7,0,7,0,7,0
Ellepudayampatti,0,0,6,5,1,0,1,5,0,0,2,4,0,6,0,6,0
Mettuvalasai,0,0,3,2,1,0,1,2,0,0,0,3,0,3,0,3,0
Velampatti,0,0,3,2,0,1,0,3,0,0,0,3,0,3,0,3,0
Achalvadi,0,0,6,2,3,1,2,4,0,0,0,6,0,6,0,6,0
Sundangipatti,0,0,3,1,1,1,1,1,1,0,0,3,0,3,0,3,0
Thadampatti,0,0,4,4,0,0,0,4,0,0,1,3,0,4,0,4,0
Kalladipatti,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
Kalladipatty,0,0,3,0,2,1,0,2,1,0,1,2,0,3,0,3,0
Malagapadi,0,0,22,17,5,0,0,20,2,0,0,22,0,22,1,21,0
Kothanampatti,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Kilanur,0,0,6,1,5,0,0,6,0,0,0,6,0,6,2,4,0
Kodamandapatti,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Kavoipatty,0,0,2,1,1,0,2,0,0,0,0,2,0,2,0,2,0
Vedakadamaduvu,0,0,4,3,1,0,3,1,0,0,0,4,0,4,0,4,0
Sunchalnatham,0,0,46,21,11,14,15,24,7,0,1,45,0,46,2,44,0
Ramakondahalli,0,0,43,19,18,6,15,21,7,0,0,43,0,43,2,41,0
Donnakuttahalli,0,0,12,7,1,4,6,6,0,0,0,11,0,12,0,12,0
Thinnabellur,0,0,15,10,4,1,3,10,2,0,0,15,0,15,0,15,0
Nagamarai,0,0,37,19,13,5,10,25,2,0,3,34,0,37,2,34,1
Perumbalai,0,0,99,46,38,15,23,76,0,0,10,89,1,98,1,98,0
Perumbalai RF,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Manjarahalli,0,0,27,19,6,2,3,23,1,0,0,26,0,27,0,27,0
Sidumanahalli,0,0,19,8,9,2,7,12,0,0,0,19,1,18,1,18,0
Kodihalli,0,0,22,11,8,3,8,12,2,0,1,21,1,21,1,21,0
D. Solapadi,0,0,7,3,3,1,2,5,0,0,1,6,0,7,0,7,0
Mangurichi,0,0,7,5,1,1,1,6,0,0,0,7,0,7,0,7,0
Ajjanahalli,0,0,16,7,6,3,6,10,0,0,0,16,1,15,0,16,0
Alepuram,0,0,11,4,7,0,9,2,0,0,2,9,0,11,0,11,0
Badrahalli,0,0,11,4,7,0,0,11,0,0,0,11,0,11,0,11,0
Gendenahalli,0,0,10,3,6,1,8,2,0,0,0,10,0,10,0,9,1
Konanginaickanahalli,0,0,122,49,65,8,64,58,0,0,11,111,18,104,0,122,0
Veppilaimuthempatti,0,0,104,21,53,30,72,32,0,1,1,102,2,102,0,104,0
Vellalapatti,0,0,99,37,40,22,58,36,5,1,21,77,1,98,0,96,3
Akkamanahalli,0,0,98,35,35,28,49,39,10,6,57,35,0,98,0,96,2
Mookanur,0,0,84,43,27,14,33,48,3,1,13,70,7,77,0,82,1
Vellolai,0,0,5,5,0,0,1,2,2,0,0,5,0,5,0,5,0
Naickanahalli,0,0,5,4,1,0,3,2,0,0,0,5,0,5,0,5,0
K Naduhalli,0,0,101,57,37,7,36,60,5,0,6,95,1,100,0,99,2
Kuppur,0,0,5,2,3,0,2,1,2,0,0,5,0,5,0,5,0
Semmandakuppam,0,0,99,43,40,16,21,67,11,0,1,98,1,98,0,99,0
Nallanahalli,0,0,5,4,1,0,0,3,2,0,0,5,0,5,0,5,0
Krishnapuram,0,0,6,5,1,0,3,3,0,0,0,6,0,6,0,6,0
Ungaranhalli,0,0,5,3,2,0,1,4,0,0,0,5,0,5,0,5,0
Virupakshipuram,0,0,16,8,5,3,4,12,0,0,0,16,0,16,0,16,0
Settikarai,0,0,5,2,3,0,3,2,0,0,0,5,0,5,0,5,0
Kukkalmalai,0,0,12,9,2,1,2,9,1,0,1,11,0,12,0,12,0
Goduhalli,0,0,67,41,22,4,12,50,5,0,6,61,0,67,0,67,0
Hale-Dharmapuri (CT),0,0,5,3,2,0,1,1,3,0,2,3,0,5,0,5,0
Pappinaickanahalli,0,0,5,1,4,0,3,0,2,0,4,1,0,5,0,5,0
Adagapadi,0,0,34,17,13,4,2,28,4,0,3,31,0,34,0,31,3
Kadagathur,0,0,9,3,4,2,2,5,2,0,4,5,0,9,0,9,0
Andihalli,0,0,119,60,45,14,39,78,2,0,0,119,0,119,0,111,8
A.Reddihalli,0,0,3,2,1,0,1,2,0,0,0,3,0,3,0,3,0
Pulidikarai,0,0,7,6,1,0,0,6,1,0,0,7,0,7,0,7,0
Kondampatti,0,0,25,13,5,7,4,12,9,0,0,25,0,25,0,25,0
Kondagarahalli,0,0,14,6,8,0,0,13,1,0,0,14,0,14,0,14,0
Annasagaram,0,0,2,1,1,0,0,2,0,0,0,2,1,1,0,2,0
Noolahalli,0,0,29,14,14,1,0,28,1,0,1,28,0,29,1,26,2
Thippireddihalli,0,0,13,7,6,0,0,10,3,0,0,13,0,13,0,13,0
Kattiyanallur,0,0,45,44,1,0,0,24,21,0,0,45,0,45,0,45,0
Pavalangudi ko,0,0,40,2,23,15,0,16,24,0,0,40,0,40,0,38,2
Erumanur,0,0,185,99,86,0,23,162,1,0,2,182,0,184,0,184,0
Rubanarayananallur,0,0,45,35,10,0,1,43,1,1,0,44,0,45,0,45,0
Sathukudal (Kilpathi),0,0,85,76,9,0,0,85,0,0,0,85,0,85,0,85,0
Idaiyur,0,0,69,69,0,0,8,61,0,0,3,66,0,69,0,69,0
Karnatham,0,0,100,90,10,0,9,84,7,0,0,100,0,100,0,100,0
Parur,0,0,102,100,2,0,28,74,0,0,0,102,0,102,0,102,0
Thoravalur,0,0,100,99,1,0,1,99,0,0,0,100,1,99,0,96,4
Puvanur ko,0,0,131,130,1,0,2,129,0,0,0,131,0,131,1,130,0
Vannankudikadu,0,0,100,57,43,0,0,98,2,1,0,99,37,63,0,100,0
Periyavadavadi,0,0,77,1,76,0,35,42,0,0,0,77,0,77,2,75,0
Komangalam,0,0,100,85,15,0,41,59,0,0,12,88,0,100,0,100,0
Chinnavadavadi,0,0,33,1,32,0,7,26,0,0,0,33,0,33,0,33,0
Kovilanur,0,0,72,34,38,0,6,36,30,0,10,62,0,72,0,72,0
Sathiyavadi,0,0,100,41,58,1,22,76,2,0,0,100,0,100,0,100,0
Peralaiyur,0,0,8,2,6,0,4,4,0,0,0,8,0,8,0,6,2
Rajendirapattinam,0,0,6,5,1,0,6,0,0,0,0,6,0,6,0,5,1
pu.Kollathankurichi,0,0,5,1,4,0,0,5,0,0,0,5,0,5,0,4,1
Karuveppilankurichi,0,0,12,12,0,0,0,12,0,0,0,12,0,12,0,12,0
Nemam,0,0,5,1,4,0,0,4,1,0,0,5,0,5,0,5,0
Chinnathukurichi,0,0,19,14,5,0,11,8,0,0,0,19,0,19,0,9,10
Chinnathukurichi,0,0,19,14,5,0,11,8,0,0,0,19,0,19,0,9,10
Pudukuraipettai,0,0,8,7,1,0,0,8,0,0,0,8,0,8,0,8,0
Edaichchithur,0,0,18,16,2,0,0,17,1,0,0,18,0,18,0,18,0
Mangalam ko,0,0,2,2,0,0,0,2,0,2,0,0,0,2,0,2,0
Siruvambur,0,0,6,6,0,0,1,5,0,0,0,6,0,6,0,5,1
Chinnapandarankuppam,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Kuppanatham,0,0,14,13,1,0,0,12,2,0,0,14,0,14,6,8,0
Kattuparur,0,0,5,2,3,0,0,5,0,0,0,5,0,5,0,5,0
Agaram,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Vridhachalam,0,0,3,1,2,0,0,2,1,0,0,3,0,3,0,3,0
Pallipattu,0,0,10,10,0,0,10,0,0,0,1,9,0,10,0,8,2
Visalur,0,0,2,1,1,0,1,1,0,0,0,2,0,2,0,2,0
Gopurapuram,0,0,22,11,11,0,0,21,1,0,0,22,0,21,0,22,0
Mattur,0,0,35,14,20,1,19,16,0,0,0,35,0,35,0,35,0
Irusalakuppam,0,0,13,13,0,0,4,9,0,8,5,0,0,13,0,13,0
Srimushanam,0,0,52,50,2,0,0,47,5,0,0,52,0,52,0,52,0
Pavalangudi,0,0,47,44,3,0,0,38,9,0,0,47,0,47,0,47,0
Solatharam,0,0,55,54,1,0,0,5,50,0,0,55,0,55,0,55,0
Adivaraganallur,0,0,52,52,0,0,2,47,3,0,0,52,0,52,0,52,0
Gudalaiyathur,0,0,43,42,1,0,0,42,1,1,0,42,0,43,0,43,0
Madhalirmanickam,0,0,52,52,0,0,0,38,14,0,0,52,0,52,0,51,1
Palayankottai (Melpathi),0,0,102,41,60,1,0,101,1,0,0,102,0,101,0,101,1
Kokkarasanpettai,0,0,42,35,7,0,0,42,0,0,0,42,0,42,0,42,0
Mudikandanallur,0,0,102,100,2,0,0,48,54,0,0,102,0,102,0,101,1
Vattathur,0,0,104,57,47,0,0,92,12,0,0,104,0,104,0,84,20
Malavarayanallur,0,0,102,80,22,0,1,100,1,0,0,102,0,101,1,86,15
Tholur,0,0,102,80,22,0,0,94,8,0,0,102,0,102,0,102,0
Valliyam,1,0,101,102,0,0,0,101,1,0,3,99,0,101,0,96,6
Anandagudi,0,0,61,54,7,0,0,61,0,0,0,61,0,61,0,61,0
Kodumanur,0,0,67,67,0,0,0,67,0,0,5,62,0,67,0,67,0
Keelapalaiyur,0,0,39,22,17,0,4,35,0,0,0,39,0,39,0,39,0
Srivakkaramari,0,0,3,2,1,0,0,3,0,0,0,3,0,3,0,3,0
Ayankilpuliyangudi,0,0,2,1,1,0,1,1,0,0,0,2,0,2,0,2,0
Nagarappadi,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Thethambattu,0,0,7,3,4,0,0,7,0,0,0,7,0,7,0,7,0
Kallippadi,0,0,3,3,0,0,1,2,0,0,0,3,0,3,0,3,0
Melpuliyangudi,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Keeranur,0,0,4,2,2,0,1,3,0,0,0,4,0,4,0,4,0
Kunamangalam,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Sathamangalam,0,0,3,3,0,0,0,3,0,0,0,3,0,3,0,3,0
Marungur,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Sakkaramangalam,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Karmangudi,0,0,3,3,0,0,0,3,0,0,0,3,0,3,0,3,0
Vadakkupalayam,0,0,2,2,0,0,2,0,0,0,0,2,0,2,0,2,0
Melapalaiyur,0,0,4,3,1,0,0,4,0,0,0,4,0,4,0,4,0
Pudaiyur,0,0,2,0,2,0,0,2,0,0,0,2,0,2,0,2,0
Ramapuram,0,0,6,3,3,0,0,6,0,0,0,6,0,6,0,6,0
Srineduncheri,0,0,2,2,0,0,2,0,0,0,0,2,0,2,0,2,0
Palayankottai (Kilpathi),0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Kozhai,0,0,2,2,0,0,2,0,0,0,0,2,0,2,0,2,0
Kothandavilagam,0,0,2,1,1,0,0,2,0,0,0,2,0,2,0,2,0
Sriputhur,0,0,3,3,0,0,0,3,0,0,0,3,0,3,0,3,0
Valasakkadu,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Nandeeswaramangalam,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Nangudi,0,0,2,1,1,0,0,2,0,0,0,2,0,2,0,2,0
Kumarakudi,0,0,2,0,2,0,0,2,0,0,0,2,0,2,0,2,0
Devangudi,0,0,2,0,2,0,0,2,0,0,0,2,0,2,0,2,0
Kavanur,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Kothandavilagam,0,0,2,1,1,0,0,2,0,0,0,2,0,2,0,2,0
Sriputhur,0,0,3,3,0,0,0,3,0,0,0,3,0,3,0,3,0
Valasakkadu,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Nandeeswaramangalam,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Nangudi,0,0,2,1,1,0,0,2,0,0,0,2,0,2,0,2,0
Kumarakudi,0,0,2,0,2,0,0,2,0,0,0,2,0,2,0,2,0
Devangudi,0,0,2,0,2,0,0,2,0,0,0,2,0,2,0,2,0
Kavanur,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Kilpuliyangudi,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Thorankuppam,0,0,2,2,0,0,1,1,0,0,0,2,0,2,0,2,0
Sendirakillai,0,0,88,86,2,0,3,82,3,0,0,88,0,88,0,88,0
B.Adhivaraganallur,0,0,40,40,0,0,1,38,1,0,0,40,0,40,1,38,1
Kothattai,0,0,114,32,82,0,0,109,5,8,40,66,0,114,0,114,0
Ariyakoshti,0,0,69,43,26,0,14,45,10,15,5,49,0,69,1,68,0
Periyapattu,0,0,2,0,2,0,0,1,1,0,0,2,1,1,0,1,1
Villiyanallur,0,0,3,3,0,0,0,3,0,0,0,3,0,3,0,3,0
Kodippallam,0,0,11,11,0,0,0,11,0,0,1,10,0,11,0,11,0
Silambimangalam,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Chinnakummatti,0,0,4,4,0,0,0,4,0,0,0,4,0,4,0,4,0
Periyakumatti,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Pinnattur East,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Killai R.F.,0,0,65,40,25,0,0,25,40,0,0,65,0,65,1,64,0
Kavarapattu,0,0,23,18,5,0,0,23,0,0,0,23,0,23,0,23,0
Thandavarayancholanganpettai,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Kanakkarapattu,0,0,9,9,0,0,0,9,0,0,0,9,2,7,0,8,1
Uthamasozhamangalam,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Nanjaimagattuvazhai West - ,0,0,2,2,0,0,0,1,1,0,0,2,0,2,0,2,0
C. Manambadi - ,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Ambigapuram,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
Kezhaperambai,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Pichavaram,0,0,3,2,1,0,0,3,0,0,0,3,0,3,0,3,0
Radhavilagam,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Chithalapadi,0,0,40,40,0,0,0,40,0,1,0,39,5,35,0,40,0
Tillaividangan North,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
Thirukazhipalai (Kezh),0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Tillaividangan South-,0,0,2,0,2,0,0,2,0,0,0,2,0,2,0,2,0
Nanjaimaghattuvazhkai East,0,0,2,2,0,0,0,1,1,0,0,2,0,2,0,2,0
Vasaputhur,0,0,110,109,1,0,0,104,6,0,0,110,1,109,0,110,0
Killai South - ,0,0,28,28,0,0,0,28,0,0,0,28,1,27,0,28,0
Kovilampundi,0,0,27,14,13,0,0,27,0,0,0,27,0,27,0,27,0
Velangippattu,0,0,25,18,7,0,14,9,2,0,0,25,0,25,0,25,0
Ayipuram,0,0,100,59,41,0,100,0,0,0,0,100,0,100,0,100,0
B.Arunmozhidevan,0,0,100,55,45,0,100,0,0,0,0,100,0,100,0,100,0
Killai North ,0,0,2,0,2,0,0,2,0,0,0,2,0,2,0,2,0
Tachakkadu,0,0,4,0,4,0,3,1,0,0,0,4,0,4,0,4,0
Kuriyamangalam,0,0,100,24,76,0,87,12,1,0,0,100,0,100,1,99,0
Alagappasamudram,0,0,123,121,2,0,0,117,6,0,1,122,0,123,40,83,0
Rayarpalayam,0,0,21,17,4,0,1,6,14,0,0,21,0,21,0,21,0
Kilmambattu,0,0,16,15,1,0,0,13,3,0,0,16,0,16,0,16,0
Siruvathur,0,0,146,125,21,0,0,31,115,0,0,146,15,131,0,146,0
Sorathur,0,0,57,55,2,0,1,49,7,0,1,56,1,56,0,57,0
Virasingankuppam,0,0,27,9,18,0,0,1,26,0,0,27,0,27,6,21,0
Kattugudalur,0,0,26,26,0,0,0,11,15,0,0,26,0,26,19,7,0
Sirugramam,0,0,48,5,42,1,0,28,20,0,0,48,0,48,0,47,1
Anguchettipalayam,0,0,124,121,3,0,0,115,9,0,0,124,0,124,58,66,0
Silambinathanpettai,0,0,10,7,3,0,0,7,3,0,0,10,0,10,0,10,0
Semmedu,0,0,53,45,8,0,6,38,9,0,0,53,0,53,0,53,0
Natham,0,0,108,49,59,0,0,105,3,0,0,108,0,108,0,108,0
Semakottai,0,0,10,8,2,0,0,4,6,0,0,10,0,10,2,8,0
Lakshminarayanapuram (CT),0,0,28,19,9,0,0,21,7,0,0,28,1,27,0,28,0
Manamthavizhnthaputhur,0,0,78,55,22,1,0,67,11,0,0,78,0,78,0,78,0
Melarungunam,0,0,28,23,5,0,0,25,3,0,0,28,0,28,0,28,0
Veerapperumanallur,0,0,101,33,68,0,15,79,7,0,2,99,0,101,0,100,1
Tiruvamur,0,0,101,22,78,1,0,97,4,0,1,100,0,101,0,38,63
Melkangeyankuppam,0,0,101,101,0,0,0,67,34,0,0,101,0,101,0,101,0
Melmambattu,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Kiliruppu,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0
Karukkai,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Kolapakkam,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Maligampattu,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Panikkankuppam,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Manappakkam,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Poongunam,0,0,9,8,1,0,0,8,1,0,0,9,0,9,0,9,0
Kadampuliyur,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Marungur,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Nadukuppam R.F.,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Perperiyankuppam,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Meliruppu,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Visur,0,0,21,13,6,2,1,17,3,0,0,21,0,21,0,21,0
Vallam R.F.,0,0,2,1,1,0,0,1,1,0,0,2,0,2,0,2,0
Talambattu,0,0,7,0,6,1,0,5,2,0,0,7,0,7,0,7,0
Vegakollai,0,0,2,0,2,0,0,2,0,0,0,2,0,2,0,2,0
